149,SMP_CAR_24_17x75_A00,Sample carrier with 24 positions with preloaded 17x75 mm tubes [revision 00],SMP_CAR_24_17x75_A00.rck,ML_STAR\\SMP_CAR_24_17x75_A00.rck
149,SMP_CAR_24_17x95_A00,Sample carrier with 24 positions with preloaded 17x95 mm tubes [revision 00],SMP_CAR_24_17x95_A00.rck,ML_STAR\\SMP_CAR_24_17x95_A00.rck
178,SMP_CAR_32C12_12x100_A00,Sample carrier with 24 positions with preloaded 12x100 mm tubes for 12 channel instruments [revision 00],SMP_CAR_32C12_12x100_A00.rck,ML_STAR\\SMP_CAR_32C12_12x100_A00.rck
178,SMP_CAR_32C12_12x75_A00,Sample carrier with 24 positions with preloaded 12x75 mm tubes for 12 channel instruments [revision 00],SMP_CAR_32C12_12x75_A00.rck,ML_STAR\\SMP_CAR_32C12_12x75_A00.rck
178,SMP_CAR_32C12_12x95_A00,Sample carrier with 24 positions with preloaded 12x95 mm tubes for 12 channel instruments [revision 00],SMP_CAR_32C12_12x95_A00.rck,ML_STAR\\SMP_CAR_32C12_12x95_A00.rck
178,SMP_CAR_32C12_13x100_A00,Sample carrier with 24 positions with preloaded 13x100 mm tubes for 12 channel instruments [revision 00],SMP_CAR_32C12_13x100_A00.rck,ML_STAR\\SMP_CAR_32C12_13x100_A00.rck
178,SMP_CAR_32C12_13x75_A00,Sample carrier with 24 positions with preloaded 13x75 mm tubes for 12 channel instruments [revision 00],SMP_CAR_32C12_13x75_A00.rck,ML_STAR\\SMP_CAR_32C12_13x75_A00.rck
178,SMP_CAR_32C12_13x95_A00,Sample carrier with 24 positions with preloaded 13x95 mm tubes for 12 channel instruments [revision 00],SMP_CAR_32C12_13x95_A00.rck,ML_STAR\\SMP_CAR_32C12_13x95_A00.rck
150,SMP_CAR_32_12x100_A00,Sample carrier with 32 positions with preloaded 12x100 mm tubes [revision 00],SMP_CAR_32_12x100_A00.rck,ML_STAR\\SMP_CAR_32_12x100_A00.rck
150,SMP_CAR_32_12x75_A00,Sample carrier with 32 positions with preloaded 12x75 mm tubes [revision 00],SMP_CAR_32_12x75_A00.rck,ML_STAR\\SMP_CAR_32_12x75_A00.rck
150,SMP_CAR_32_12x95_A00,Sample carrier with 32 positions with preloaded 12x95 mm tubes [revision 00],SMP_CAR_32_12x95_A00.rck,ML_STAR\\SMP_CAR_32_12x95_A00.rck
150,SMP_CAR_32_13x100_A00,Sample carrier with 32 positions with preloaded 13x100 mm tubes [revision 00],SMP_CAR_32_13x100_A00.rck,ML_STAR\\SMP_CAR_32_13x100_A00.rck
150,SMP_CAR_32_13x75_A00,Sample carrier with 32 positions with preloaded 13x75 mm tubes [revision 00],SMP_CAR_32_13x75_A00.rck,ML_STAR\\SMP_CAR_32_13x75_A00.rck
150,SMP_CAR_32_13x95_A00,Sample carrier with 32 positions with preloaded 13x95 mm tubes [revision 00],SMP_CAR_32_13x95_A00.rck,ML_STAR\\SMP_CAR_32_13x95_A00.rck
150,SMP_CAR_32_EPIL_A00,Sample carrier with 32 positions with preloaded 1.5ml Eppendorf Cups [revision 00],SMP_CAR_32_EPIL_A00.rck,ML_STAR\\SMP_CAR_32_EPIL_A00.rck
150,SMP_CAR_32_EPIS_A00,Sample carrier with 32 positions with preloaded 0.5ml Eppendorf Cups [revision 00],SMP_CAR_32_EPIS_A00.rck,ML_STAR\\SMP_CAR_32_EPIS_A00.rck
172,300ul Standard Volume Tip with filter,Rack with 96 300ul Standard Volume Tip with filter,STF_L.rck,ML_STAR\\STF_L.rck
172,300ul Standard Volume Tip,Rack with 96 300ul Standard Volume Tip,ST_L.rck,ML_STAR\\ST_L.rck
172,NTR 300ul Standard Volume Tip,Nestable Tip Rack for 300ul Standard Volume Tip,ST_L_NE_stack.rck,ML_STAR\\ST_L_NE_stack.rck
20008,250ul Piercing Tip,Rack with 96 250ul Piercing Tips,TIP_250ul_Piercing_L.rck,ML_STAR\\TIP_250ul_Piercing_L.rck
20005,50ul Tip with filter,Rack with 96 50ul Tip with filter,TIP_50ulF_L.rck,ML_STAR\\TIP_50ulF_L.rck
20005,50ul Tip,Rack with 96 50ul Tip,TIP_50ul_L.rck,ML_STAR\\TIP_50ul_L.rck
20005,NTR 50ul Tip,Nestable Tip Rack for 50ul Tip,TIP_50ul_L_NE_stack.rck,ML_STAR\\TIP_50ul_L_NE_stack.rck
20006,TIP_CAR_120BC_4mlTF_A00,Tip carrier with 5 4ml tip with filter racks landscape,TIP_CAR_120BC_4mlTF_A00.tml,ML_STAR\\TIP_CAR_120BC_4mlTF_A00.tml
20007,TIP_CAR_120BC_4mlTF_A00,Tip carrier with 5 4ml tip with filter racks landscape,TIP_CAR_120BC_4mlTF_A00.tml,ML_STAR\\TIP_CAR_120BC_4mlTF_A00.tml
20006,TIP_CAR_120BC_5mlT_A00,Tip carrier with 5 5ml tip racks landscape,TIP_CAR_120BC_5mlT_A00.tml,ML_STAR\\TIP_CAR_120BC_5mlT_A00.tml
20007,TIP_CAR_120BC_5mlT_A00,Tip carrier with 5 5ml tip racks landscape,TIP_CAR_120BC_5mlT_A00.tml,ML_STAR\\TIP_CAR_120BC_5mlT_A00.tml
151,TIP_CAR_288_C00,Carrier for 3 Racks with 96 Tips portrait [revision C00],TIP_CAR_288_C00.tml,ML_STAR\\TIP_CAR_288_C00.tml
173,TIP_CAR_288_HTF_A00,Tip carrier with 3 high volume tip with filter racks portrait  [revision A00],TIP_CAR_288_HTF_A00.tml,ML_STAR\\TIP_CAR_288_HTF_A00.tml
151,TIP_CAR_288_HTF_A00,Tip carrier with 3 high volume tip with filter racks portrait  [revision A00],TIP_CAR_288_HTF_A00.tml,ML_STAR\\TIP_CAR_288_HTF_A00.tml
151,TIP_CAR_288_HTF_B00,Tip carrier with 3 high volume tip with filter racks portrait  [revision B00],TIP_CAR_288_HTF_B00.tml,ML_STAR\\TIP_CAR_288_HTF_B00.tml
173,TIP_CAR_288_HTF_B00,Tip carrier with 3 high volume tip with filter racks portrait  [revision B00],TIP_CAR_288_HTF_B00.tml,ML_STAR\\TIP_CAR_288_HTF_B00.tml
